Company,Active Brand (Y/N),Headquarters,Employees,Founded,Last Acquired,Lead Executive,Owner/Major Investor,Parent Company,Parent Stock Ticker,Parent Public Exposure,Primary Sector,Primary Sub-sector,Secondary Sector,Secondary Sub-sector,Immigration Detention Involvement,Supports Prison Labor,"Harm Score
(3-15)",Divestment (Y/N),Annual Revenues (Mn),Revenue Fiscal Year," Prison Industry Revenue Only
(Y/N)",Political Spending (Cumalative Since 2010),Notes,Website,Corrections,Immigration Detention,Prison Labor,Financials,Other 
Central Poly Bag,Y,NJ,,1993,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.centralpoly.com/,http://doc.ok.gov/closed-bids,n/a,n/a,n/a,n/a
Central Produce,Y,ND,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://centralproduce.com/,TDCJ Spending,n/a,n/a,n/a,n/a
Central Restaurant Products,Y,IN,,1981,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.centralrestaurant.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003692-T.pdf,n/a,n/a,n/a,n/a
Central Valley Office Supply,Y,CA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.cvos.net/,California Spending Data - 2018,n/a,n/a,n/a,n/a
CentralSquare Technologies (formerly Superion),Y,FL,,1981,2018,n/a,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.centralsquare.com/,https://www.centralsquare.com/public-safety/jail,n/a,n/a,PrivCo (www.privco.com),https://www.superion.com/superion-tritech-zuercher-and-apteans-public-sector-business-merge-to-form-centralsquare-technologies/
Centrica,Y,United Kingdom,"31,780",1997,n/a,Chris O'Shea,n/a,n/a,CNA.L-GB,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Utility/Energy,n/a,n/a,n/a,n/a,6,n/a,$28.2,2019,N,n/a,n/a,https://www.centrica.com/,See SmartWatt,n/a,n/a,FactSet,n/a
Centurion,Y,VA,,2013,n/a,n/a,n/a,Centene,CNC,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Mental Health Services,Healthcare,Medical Healthcare,n/a,n/a,13,Y,,,Y,n/a,Originally a JV between Centene and MHM Services; Fully acquired by Centene in 2018,https://www.centurionmanagedcare.com/,http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf,n/a,n/a,n/a,https://www.prnewswire.com/news-releases/centene-to-acquire-mhm-services-to-expand-national-footprint-in-correctional-healthcare-sector-300603870.html
CenturyLink,Y,LA,"51,000",1968,n/a,Jeffrey Storey,n/a,n/a,CTL,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Telecom,Prison Communications,n/a,n/a,Y,n/a,12,Y,"$22,401.0",2019,N,n/a,n/a,http://www.centurylink.com/,http://www.centurylinkcorrections.com/,https://worthrises.org/immigration,n/a,FactSet,n/a
Cerberus,Y,NY,785,1992,n/a,Chan W. Galbato,n/a,n/a,n/a,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,n/a,n/a,n/a,n/a,15,Y,,,N,n/a,n/a,https://www.cerberus.com/,See Remington ,n/a,n/a,n/a,n/a
Certifix Livescan,Y,CA,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.certifixlivescan.com,https://www.certifixlivescan.com/livescan-system.html,n/a,n/a,n/a,n/a
Certiport,Y,UT,,1997,2012,n/a,n/a,Pearson ,PSO-GB,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Programs & Labor,Vocation/Industries (Prison Labor),n/a,n/a,n/a,Y,10,n/a,,,N,n/a,Acquired by Pearson in 2012 for $140 M,http://www.certiport.com/portal/desktopdefault.aspx?TZ=-4,http://www.doccs.ny.gov/ProgramServices/vocational.html,n/a,See corrections source,n/a,https://techcrunch.com/2012/05/16/pearson-buys-certiport-for-140m-to-beef-up-its-it-testing-business-globally/
CF Stinson,Y,MI,80,1952,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,$37.0,2018,N,n/a,n/a,http://www.cfstinson.com/Finishes/Samples.jsp?lid=1001,See Cleaver-Brooks Sales and Services,n/a,See corrections source,PrivCo (www.privco.com),n/a
CFG Health Network,Y,NJ,,1997,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Mental Health Services,Healthcare,Medical Healthcare,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://cfghealthnetwork.com/,See CFG Health Systems,n/a,n/a,n/a,n/a
CFG Health Systems,Y,NJ,,1999,n/a,n/a,n/a,CFG Health Network,n/a,Tier 4 - Small Privately-Owned,Healthcare,Medical Healthcare,n/a,n/a,Y,n/a,"n/a,",n/a,,,Y,n/a,Created as specialty subsidiary,https://cfghealthsystems.com/,See website,https://worthrises.org/immigration,n/a,n/a,n/a
cFive (formerly Capita Technologies),Y,CA,,1999,2016,James Newman,Spotlight Equity Partners,n/a,n/a,Tier 2 - Investment Firm-Owned,Data & Information Systems,Corrections Data Systems,n/a,n/a,n/a,n/a,13,Y,,,Y,n/a,Acquired by Spotlight Equity in 2016,https://www.cfive.com/,See website,n/a,n/a,n/a,http://www.spotlightequity.com/portfolio_page/cfive/
CH Guenther & Son,Y,TX,"3,500",1859,n/a,n/a,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,$545.0,2018,N,n/a,n/a,https://chg.com/,TDCJ Spending,n/a,n/a,PrivCo (www.privco.com),n/a
CH2M Hill,Y,CO,"19,663",1946,2017,n/a,n/a,Jacobs Engineering,J,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Operations & Management,"Procurement, Contracting, & Other Admin Services",n/a,n/a,n/a,n/a,9,n/a,"$5,235.9",2016,N,n/a,Acquired by Jacobs in 2017,https://www.ch2m.com/,http://correctionsmarketplace.com/,n/a,n/a,PrivCo (www.privco.com),http://invest.jacobs.com/investors/Press-Release-Details/2017/Jacobs-Completes-CH2M-Acquisition-Creating-15-Billion-Professional-Services-Leader-Focused-on-Delivering-Innovative-Solutions-for-a-More-Connected-Sustainable-World/default.aspx
Chainalysis,Y,NY,,2014,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,Y,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.chainalysis.com/,n/a,GovSpend,n/a,PrivCo (www.privco.com),n/a
Chamley Pipe & Salvage,Y,ND,60,1988,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Programs & Labor,Vocation/Industries (Prison Labor),n/a,n/a,n/a,Y,"n/a,",n/a,$23.0,2018,N,n/a,n/a,www.chamleypipe.com,https://www.roughriderindustries.com/partners-retailers.html,n/a,See corrections source,PrivCo (www.privco.com),n/a
Champion Energy Services,Y,TX,,2005,2018,n/a,Energy Capital Partners,Calpine,n/a,Tier 2 - Investment Firm-Owned,Construction & Maintenance,Utility/Energy,n/a,n/a,n/a,n/a,6,n/a,,,N,n/a,Acquired as part of Calpine by consortium led by Energy Capital Partners in 2018 for $5.6 B,https://www.championenergyservices.com/,OH DRC Spending,n/a,n/a,n/a,https://www.bloomberg.com/news/articles/2017-08-18/energy-capital-to-buy-power-generator-calpine-for-5-6-billion
Champion Seed,Y,ID,,1942,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.championseed.com/,TDCJ Spending,n/a,n/a,n/a,n/a
"Change Companies, The",Y,NV,,1989,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Healthcare,Mental Health Services,Programs & Labor,Rehab Programming,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.changecompanies.net/,https://www.changecompanies.net/products/?servicearea=3,n/a,n/a,n/a,n/a
Channel Fish Processing,Y,MA,140,1934,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,$55.0,2018,N,n/a,n/a,http://channelfish.com/,See Novetta Solutions,n/a,n/a,PrivCo (www.privco.com),n/a
Charles Gojer & Associates,Y,TX,,1973,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.cgojer.com/,http://www.tdcj.texas.gov/divisions/finance/finance_contracts_contracts_current.html,n/a,n/a,n/a,n/a
Charles Perry Partners,Y,FL,220,1968,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a,n/a,"n/a,",n/a,$150.0,2018,N,n/a,n/a,http://www.cppi.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,n/a,n/a,PrivCo (www.privco.com),n/a
Charlesbank Capital Partners,Y,MA,,1998,n/a,Michael W. Choe,n/a,n/a,n/a,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,n/a,n/a,n/a,n/a,14,Y,,,N,n/a,n/a,https://www.charlesbank.com/,See Galls,n/a,n/a,n/a,n/a
Charm-tex.com,Y,NC,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,https://www.charm-tex.com/,See website,n/a,n/a,n/a,n/a
Charter Communications (dba Spectrum),Y,CT,"94,800",1993,n/a,Thomas Rutledge,n/a,n/a,CHTR,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a,n/a,7,n/a,"$45,764.0",2019,N,n/a,n/a,http://ir.charter.com,See Time Warner Cable,n/a,n/a,FactSet,https://www.wsj.com/articles/charter-communications-completes-55-billion-acquisition-of-time-warner-cable-1463581387
Chartwell Investment Partners,Y,PA,,1997,n/a,n/a,n/a,n/a,n/a,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,n/a,n/a,n/a,n/a,12,Y,,,N,n/a,n/a,https://www.chartwellip.com/,https://www.aft.org/sites/default/files/invest-risks-prisons-detention-2018.pdf,n/a,n/a,n/a,n/a
Chase Industries,Y,OH,450,1932,2014,Bob Muir,Audax Group,n/a,n/a,Tier 2 - Investment Firm-Owned,Equipment,Security Equipment,n/a,n/a,n/a,n/a,9,n/a,$72.0,2017,N,n/a,n/a,https://www.chasedoors.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),https://www.businesswire.com/news/home/20140917006343/en/Audax-Group-Announces-Acquisition-Chase-Doors
Chase Security Systems,Y,IL,,1975,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Equipment,Security Equipment,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.chasesec.com,http://www.chasesec.com/customers.htm,n/a,n/a,n/a,n/a
Chem Mark,Y,UT,,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Maintenance Services,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.chemmarkinc.net/,http://ajaproductserviceresource.com/,n/a,n/a,n/a,n/a
ChemCal,N,TX,,1985,2014,n/a,n/a,Allete/US Water,ALE,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Construction & Maintenance,Maintenance Services,n/a,n/a,7,n/a,,,N,n/a,Acquired by US Water Services in 2014 for $125 M; Acquired 87% by Allete in 2015 as part of US Water Services for $168 M,n/a,TDCJ Spending,n/a,n/a,n/a,https://www.harriswilliams.com/sites/default/files/industry_reports/es_monthly_reader_february_2014_0.pdf
Chemical Connection Company,Y,TX,,1984,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,,,N,n/a,n/a,http://www.chemicalconnectioncompany.com/,TDCJ Spending,n/a,See corrections source,n/a,n/a
ChemImage,Y,PA,101,1994,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.cisensorsystems.com/,"https://www.chemimage.com/safer/law-enforcement-security, http://register.aca.org/DOCS/Conference/COC2017/FINAL%20St%20Louis%20PROGRAM%20BOOK.pdf",n/a,n/a,PrivCo (www.privco.com),n/a
Chemtick Coated Fabrics,Y,NY,,1974,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,,,N,n/a,n/a,http://www.chemtick.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310004072-T.pdf,n/a,https://www.nationalcia.org/corporate-members,n/a,n/a
ChemTreat,Y,VA,,1968,2007,n/a,n/a,Danaher,DHR,Tier 1b - Publicly Traded - Other,Construction & Maintenance,Maintenance Services,n/a,n/a,n/a,n/a,7,n/a,$200.0,2007,N,n/a,Acquired by Danaher in 2008 for $425 M; 2007 financials prior to acquisition,http://www.chemtreat.com/,TDCJ Spending,n/a,n/a,https://www.sec.gov/Archives/edgar/data/313616/000119312508034637/d10k.htm,http://investors.danaher.com/2007-05-24-Danaher-Announces-Definitive-Agreement-to-Acquire-ChemTreat
Chenega Corporation,Y,AK,"5,850",1974,n/a,n/a,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Operations & Management,"Procurement, Contracting, & Other Admin Services",n/a,n/a,Y,n/a,"n/a,",n/a,$830.0,2018,N,n/a,n/a,https://www.chenega.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a
Cheney Brothers,Y,FL,,1925,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.cheneybrothers.com/,https://facts.fldfs.com/Search/ContractSearch.aspx,n/a,n/a,n/a,n/a
Cherokee Building Materials of OKC,Y,OK,,1984,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://cherokeebuildingmaterials.com/,http://doc.ok.gov/Websites/doc/images/Documents/Administration/General%20Services/Contracts%20and%20Acquisitions/1310003839-T.pdf,n/a,n/a,n/a,n/a
Chesney Morales Partners,Y,TX,,1977,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.chesneymorales.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,n/a,n/a,n/a,n/a
Chestnut Ridge Foam,Y,PA,150,1986,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,$29.0,2018,N,n/a,n/a,http://www.chestnutridgefoam.com/,http://correctionsmarketplace.com/,n/a,https://www.nationalcia.org/corporate-members,PrivCo (www.privco.com),n/a
Chevrolet,Y,MI,,1911,n/a,n/a,n/a,General Motors,GM,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Transportation,Agency Transportation,n/a,n/a,n/a,n/a,7,n/a,,,N,n/a,Operates using various regional delearships,http://www.chevrolet.com/,TDCJ Spending,n/a,n/a,n/a,http://www.al.com/news/birmingham/index.ssf/2018/03/etowah_sheriff_pocketed_over_7.html
Cheyenne Center,Y,TX,,1996,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Community Corrections,Residential Programs,Healthcare,Substance Abuse Treatment,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.cheyennecenter.com/,TDCJ Spending,n/a,n/a,n/a,n/a
Chicago Meat Group,Y,IL,,1990,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.chicagomeat.com/,http://www.txsmartbuy.com/contracts/view/1874,n/a,n/a,n/a,n/a
Chickasaw Supply,Y,CA,,2010,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.chickasawsupply.com/,California Spending Data - 2018,n/a,n/a,n/a,n/a
Chief Supply Corporation,Y,FL,,1977,2009,Jeff Tousa,Prophet Equity,n/a,n/a,Tier 2 - Investment Firm-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,13,Y,,,Y,n/a,Acquired by Prophet Equity in 2009,https://www.chiefsupply.com/,FL DOC Spending,n/a,n/a,n/a,http://www.prophetequity.com/press-release.php?id=61
Chike Nutrition,Y,TX,,2009,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,https://www.ilikechike.com/,TDCJ Spending,n/a,n/a,n/a,n/a
Childers Construction,Y,FL,,1964,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.childers-construction.com/,http://www.dc.state.fl.us/business/contracts/,n/a,n/a,n/a,n/a
Childers Roofing & Sheet Metal,Y,FL,100,2002,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Construction,n/a,n/a,n/a,n/a,"n/a,",n/a,$13.4,2018,N,n/a,n/a,http://childersroofing.net/,See Remington ,n/a,n/a,PrivCo (www.privco.com),n/a
Children's Comprehensive Services (formerly PriCor),N,TN,,1985,2002,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Operations & Management,Private Prison Operator,n/a,n/a,n/a,n/a,"n/a,",n/a,,,Y,n/a,Name changed to Children's Comprehensive Services and then went private by private investors using holding companies for $44 M,n/a,See other source,n/a,n/a,https://www.nashvillepost.com/home/article/20447519/childrens-comprehensive-sold-for-44-million,http://www.referenceforbusiness.com/history2/63/Children-s-Comprehensive-Services-Inc.html
Chillicothe Steel,Y,OH,,1992,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",Programs & Labor,Vocation/Industries (Prison Labor),n/a,Y,"n/a,",n/a,,,N,n/a,n/a,http://www.chillicothesteel.com/,OH DRC Spending,n/a,See corrections source,n/a,n/a
CHMP,Y,MI,, ,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Construction & Maintenance,Architecture & Engineerging,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.chmpinc.com,http://www.chmpinc.com/project-portfolio/genesee-county-jail,n/a,n/a,n/a,n/a
Choose-Your-Gift by Bennett Brothers,Y,IL,,1958,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Care Packages,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.chooseyourgift.com,http://correctionsmarketplace.com/,n/a,n/a,n/a,n/a
Christian Bartels (CB) Enterprises,Y,CA,,1999,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,Y,n/a,n/a,n/a,https://www.floorplangenie.com/Events/fpg_ACFSA/ACFSA2017/Public/fpg.aspx,n/a,n/a,n/a,https://www.linkedin.com/in/christian-bartels-b3a9ba6/
Churchfield Trading,Y,CA,,1999,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Prison Food,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.churchfieldtrading.com/,http://www.tjjd.texas.gov/procurement/home/index?path=/Austin%20Office%20Puchase%20Orders,n/a,n/a,n/a,n/a
Cias Elettronica,Y,Italy,,1974,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.cias.it/us/,http://ajaproductserviceresource.com/,n/a,n/a,n/a,n/a
Cigna,Y,CT,"46,000",1982,n/a,David Cordani,n/a,n/a,CI,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Healthcare,Pharmacy,n/a,n/a,n/a,n/a,7,n/a,"$140,175.0",2019,N,n/a,n/a,https://www.cigna.com/,See Express Scripts/Accredo,n/a,n/a,FactSet,n/a
Cincinnati Bell,Y,OH,"3,500",1873,n/a,Leigh R. Fox,n/a,n/a,CBB,Tier 1b - Publicly Traded - Other,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a,n/a,7,n/a,"$1,536.7",2019,N,n/a,n/a,https://www.cincinnatibell.com,OH DRC Spending,n/a,n/a,FactSet,n/a
Cincinnati Ice,Y,OH,15,n/a,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Food & Commissary,Kitchen Equipment,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,"n/a,",n/a,$10.3,2018,N,n/a,n/a,http://cincinnatiice.com/,http://www.acfsa.org/marketplace/marketplaceSearch.php?mCritQ=2,n/a,n/a,PrivCo (www.privco.com),n/a
CIP Capital,Y,NY,,2010,n/a,Jason Hall,n/a,n/a,n/a,Tier 2 - Investment Firm-Owned,Investor,Equity/Debt Investor,n/a,n/a,n/a,n/a,8,n/a,,,N,n/a,n/a,https://www.cip-capital.com/,See JIST Career Solutions,n/a,n/a,n/a,n/a
Cisco Systems,Y,CA,"72,900",1984,n/a,Chuck Robbins,n/a,n/a,CSCO,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,n/a,n/a,9,n/a,"$51,904.0",2019,N,n/a,n/a,https://www.cisco.com/,http://www.cisco.com/c/en/us/solutions/industries/government/judicial-corrections.html,n/a,n/a,FactSet,n/a
Cisco-Eagle,Y,OK,120,1970,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,$68.0,2018,N,n/a,n/a,http://www.cisco-eagle.com/,https://aja.multiview.com/,n/a,n/a,PrivCo (www.privco.com),n/a
Ciscor,Y,OK,,1982,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Equipment,Security Technology,n/a,n/a,n/a,n/a,"n/a,",n/a,,,N,n/a,n/a,http://www.ciscor.com/app/app/,http://www.ciscor.com/correctionalfacilities,n/a,n/a,n/a,n/a
Citigroup,Y,NY,"209,000",1812,n/a,Michael L. Corbat,n/a,n/a,C,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,"Construction, Equipment, & Acquisition Financing",Financial Services,Agency Payment Processing,n/a,n/a,9,n/a,"$74,286.0",2019,N,n/a,n/a,http://www.citigroup.com/citi/,NYS DOCCS Spending,n/a,n/a,FactSet,n/a
Citizant ,Y,VA,200,1999,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Data & Information Systems,IT & Communcations Infrastructure & Service,n/a,n/a,Y,n/a,"n/a,",n/a,$26.0,2018,N,n/a,n/a,https://citizant.com/,n/a,Sludge - ICE Contract (https://readsludge.com/2018/07/06/who-is-making-money-from-ice-in-your-state/),n/a,PrivCo (www.privco.com),n/a
Citizens Financial Group (dba Citizens Bank),Y,RI,"17,600",1828,n/a,Bruce Van Saun,n/a,n/a,CFG,Tier 1a - Publicly Traded - Targeted Correctional Exposure,Investor,"Construction, Equipment, & Acquisition Financing",n/a,n/a,n/a,n/a,12,Y,"$6,491.0",2019,N,n/a,n/a,https://www.citizensbank.com/,https://www.inthepublicinterest.org/wp-content/uploads/ITPI_BanksPrivatePrisonCompanies_Nov2016.pdf,n/a,n/a,FactSet,n/a
City Electric Supply,Y,FL,"3,451",1951,n/a,n/a,n/a,n/a,n/a,"Tier 3 - Large Privately-Owned, requires outside financing",Equipment,"Furnishings, Supplies, & Other Facility Equipment",n/a,n/a,n/a,n/a,"n/a,",n/a,"$1,240.0",2018,N,n/a,n/a,https://cityelectricsupply.com,FL DOC Spending,n/a,n/a,PrivCo (www.privco.com),n/a
City Employees Club of Los Angeles,Y,CA,,1928,n/a,n/a,n/a,n/a,n/a,Tier 4 - Small Privately-Owned,Personnel,Other,Financial Services,Other,n/a,n/a,"n/a,",n/a,,,N,n/a,Law enforcement insurance,http://www.cityemployeesclub.com/,http://www.cppca.org/general/our-sponsors,n/a,n/a,n/a,n/a
